chr1	0	69954	69954
chr1	70054	622431	552377
chr1	622931	1083307	460376
chr1	1083332	1222519	139187
chr1	1222544	1791694	569150
chr1	1792193	2252556	460363
chr1	2252656	7102091	4849435
chr1	7102191	7168007	65816
chr1	7168107	15084779	7916672
chr1	15084879	15127671	42792
chr1	15127681	20123940	4996259
chr1	20124439	23092906	2968467
chr1	23092931	33097740	10004809
chr1	33097765	33157688	59923
chr1	33157713	47395444	14237731
chr1	47395454	51379328	3983874
chr1	51379353	52943294	1563941
chr1	52943319	53594255	650936
chr1	53594355	53753295	158940
chr1	53753320	53778957	25637
chr1	53779457	58414187	4634730
chr1	58414197	58509072	94875
chr1	58509097	58563838	54741
chr1	58564338	65376149	6811811
chr1	65376174	67003141	1626967
chr1	67009025	80000790	12991765
chr1	80000890	80002757	1867
chr1	80002857	80276781	273924
chr1	80276881	80405838	128957
chr1	80406338	81312570	906232
chr1	81312595	81373886	61291
chr1	81373932	83548532	2174600
chr1	83548632	88836122	5287490
chr1	88844454	89344368	499914
chr1	89344393	89624764	280371
chr1	89624864	89751337	126473
chr1	89751362	89775026	23664
chr1	89775036	89813150	38114
chr1	89813175	100360895	10547720
chr1	100360995	100422802	61807
chr1	100422827	100495762	72935
chr1	100495772	108581617	8085845
chr1	108614920	109237673	622753
chr1	109303020	114247957	4944937
chr1	114370967	120516728	6145761
chr1	120517227	120972468	455241
chr1	120972501	120988559	16058
chr1	120988584	123631292	2642708
chr1	123631317	123720348	89031
chr1	123720373	123767397	47024
chr1	123767422	123803770	36348
chr1	123803795	123859921	56126
chr1	123859946	123892222	32276
chr1	123892722	125782263	1889541
chr1	125782288	125896728	114440
chr1	125896753	125959013	62260
chr1	125959038	130875213	4916175
chr1	130875313	139640652	8765339
chr1	139640752	144516801	4876049
chr1	144516901	148944814	4427913
chr1	148945313	149780054	834741
chr1	149787213	162041262	12254049
chr1	162041362	162041406	44
chr1	162041906	164983076	2941170
chr1	164983575	165840273	856698
chr1	165840283	165977225	136942
chr1	166130763	169337091	3206328
chr1	169337323	172383622	3046299
chr1	172383722	177013783	4630061
chr1	177013883	177032488	18605
chr1	177032588	177115237	82649
chr1	177115337	184552105	7436768
chr1	184552205	186912356	2360151
chr1	186912456	188009252	1096796
chr1	188010449	188215399	204950
chr1	188215424	190882785	2667361
chr1	190883284	194439548	3556264
chr1	194440048	197927137	3487089
chr1	197927162	200771330	2844168
chr1	200853205	202519462	1666257
chr1	202519562	202950116	430554
chr1	202950141	205606924	2656783
chr1	205614052	206122889	508837
chr1	206122914	206194240	71326
chr1	206194265	206279107	84842
chr1	206279207	206426376	147169
chr1	206426476	206630519	204043
chr1	206631019	206633430	2411
chr1	206633530	207238429	604899
chr2	0	33310	33310
chr2	33810	138792	104982
chr2	138817	591803	452986
chr2	591828	796844	205016
chr2	796869	906384	109515
chr2	906884	1546581	639697
chr2	1546681	2275086	728405
chr2	2275111	2616414	341303
chr2	2616514	2764739	148225
chr2	2764764	3031912	267148
chr2	3032411	4588690	1556279
chr2	4588790	5773827	1185037
chr2	5773927	6025363	251436
chr2	6025388	6440026	414638
chr2	6440526	6802548	362022
chr2	6802573	7011776	209203
chr2	7011801	7383930	372129
chr2	7384030	7406124	22094
chr2	7406149	7832376	426227
chr2	7832476	7935034	102558
chr2	7935134	7957439	22305
chr2	7957464	8402776	445312
chr2	8402801	8454651	51850
chr2	8454676	10883982	2429306
chr2	10883992	10942693	58701
chr2	10942793	14098160	3155367
chr2	14098260	15252176	1153916
chr2	15252276	17095058	1842782
chr2	17095068	21926578	4831510
chr2	21926678	22771132	844454
chr2	22771631	28223095	5451464
chr2	28223120	32703244	4480124
chr2	32703344	32762252	58908
chr2	32762352	34194362	1432010
chr2	34194462	34435378	240916
chr2	34435478	34558586	123108
chr2	34558611	34653063	94452
