chr25	0	50000	1.02936
chr25	20000	70000	0.96796
chr25	40000	90000	0.959538
chr25	60000	110000	0.95767
chr25	80000	130000	1.0244
chr25	100000	150000	1.01
chr25	120000	170000	0.980826
chr25	140000	190000	0.978565
chr25	160000	210000	1.00573
chr25	180000	230000	1.0308
chr25	200000	250000	1.04918
chr25	220000	270000	1.04855
chr25	240000	290000	1.0585
chr25	260000	310000	1.08239
chr25	280000	330000	1.04909
chr25	300000	350000	1.01606
chr25	320000	370000	1.00971
chr25	340000	390000	1.03966
chr25	360000	410000	1.04275
chr25	380000	430000	1.04612
chr25	400000	450000	1.05378
chr25	420000	470000	1.01958
chr25	440000	490000	0.994383
chr25	460000	510000	1.00856
chr25	480000	530000	1.03249
chr25	500000	550000	1.03348
chr25	520000	570000	0.978468
chr25	540000	590000	1.00262
chr25	560000	610000	1.02546
chr25	580000	630000	1.03834
chr25	600000	650000	1.01615
chr25	620000	670000	1.01898
chr25	640000	690000	0.992474
chr25	660000	710000	0.976697
chr25	680000	730000	0.960822
chr25	700000	750000	0.991465
chr25	720000	770000	1.01113
chr25	740000	790000	1.01638
chr25	760000	810000	1.02161
chr25	780000	830000	1.02817
chr25	800000	850000	0.998966
chr25	820000	870000	0.983761
chr25	840000	890000	0.994485
chr25	860000	910000	1.05257
chr25	880000	930000	1.02871
chr25	900000	950000	0.979492
chr25	920000	970000	0.947288
chr25	940000	990000	0.969862
chr25	960000	1010000	1.01946
chr25	980000	1030000	1.01135
chr25	1000000	1050000	1.04462
chr25	1020000	1070000	1.02825
chr25	1040000	1090000	1.00409
chr25	1060000	1110000	1.02312
chr25	1080000	1130000	1.0382
chr25	1100000	1150000	1.01526
chr25	1120000	1170000	1.00959
chr25	1140000	1190000	1.03376
chr25	1160000	1210000	1.04589
chr25	1180000	1230000	1.05953
chr25	1200000	1250000	1.03348
chr25	1220000	1270000	1.028
chr25	1240000	1290000	1.00941
chr25	1260000	1310000	1.01626
chr25	1280000	1330000	0.997204
chr25	1300000	1350000	1.00688
chr25	1320000	1370000	0.99543
chr25	1340000	1390000	0.990025
chr25	1360000	1410000	1.0094
chr25	1380000	1430000	1.02298
chr25	1400000	1450000	1.02671
chr25	1420000	1470000	0.981793
chr25	1440000	1490000	0.973509
chr25	1460000	1510000	1.0139
chr25	1480000	1530000	1.04038
chr25	1500000	1550000	1.02717
chr25	1520000	1570000	1.00728
chr25	1540000	1590000	0.993592
chr25	1560000	1610000	1.01567
chr25	1580000	1630000	1.01057
chr25	1600000	1650000	0.982049
chr25	1620000	1670000	0.970729
chr25	1640000	1690000	0.976017
chr25	1660000	1710000	1.01156
chr25	1680000	1730000	0.997505
chr25	1700000	1750000	1.00098
chr25	1720000	1770000	0.998955
chr25	1740000	1790000	1.01437
chr25	1760000	1810000	0.983391
chr25	1780000	1830000	0.963287
chr25	1800000	1850000	0.981818
chr25	1820000	1870000	0.988488
chr25	1840000	1890000	1.0134
chr25	1860000	1910000	0.995933
chr25	1880000	1930000	1.03478
chr25	1900000	1950000	1.03353
chr25	1920000	1970000	1.03639
chr25	1940000	1990000	1.02245
chr25	1960000	2010000	1.02845
chr25	1980000	2030000	1.01056
chr25	2000000	2050000	1.01178
chr25	2020000	2070000	1.01305
chr25	2040000	2090000	1.00506
chr25	2060000	2110000	0.986361
chr25	2080000	2130000	1.0004
chr25	2100000	2150000	0.988698
chr25	2120000	2170000	0.989052
chr25	2140000	2190000	0.989018
chr25	2160000	2210000	1.00815
chr25	2180000	2230000	1.01387
chr25	2200000	2250000	0.992232
chr25	2220000	2270000	1.0224
chr25	2240000	2290000	1.03243
chr25	2260000	2310000	1.01978
chr25	2280000	2330000	1.01093
chr25	2300000	2350000	1.0411
chr25	2320000	2370000	1.02533
chr25	2340000	2390000	1.03079
chr25	2360000	2410000	1.0144
chr25	2380000	2430000	1.00824
chr25	2400000	2450000	1.00241
chr25	2420000	2470000	1.01292
chr25	2440000	2490000	1.02773
chr25	2460000	2510000	1.02045
chr25	2480000	2530000	1.02788
chr25	2500000	2550000	0.99865
chr25	2520000	2570000	0.982385
chr25	2540000	2590000	0.971385
chr25	2560000	2610000	0.980071
chr25	2580000	2630000	1.01647
chr25	2600000	2650000	1.01246
